2824_2364	relevant
2824_2364	relevant
2824_2364	relevant
2824_2364	relevant
2825_1984	relevant
2825_1984	relevant
2825_1984	relevant
2827_1985	relevant
2827_1985	relevant
2828_1991	relevant
2840_2362	relevant
2843_1995	relevant
2843_1995	relevant
2843_1995	relevant
2843_1995	relevant
2843_1995	relevant
2863_2045	relevant
2863_2045	relevant
2867_2049	relevant
2875_2271	relevant
2875_2271	relevant
2875_2271	relevant
2875_2271	relevant
2875_2271	relevant
2875_2271	relevant
2878_2271	relevant
2884_2261	relevant
2884_2261	relevant
2884_2261	relevant
2884_2264	relevant
2884_2264	relevant
2884_2264	relevant
2884_2264	relevant
2888_2228	relevant
2888_2360	relevant
2889_2235	relevant
2889_2244	relevant
2889_2244	relevant
2889_2244	relevant
2889_2244	relevant
2889_2357	relevant
2889_2357	relevant
2889_2357	relevant
2889_2357	relevant
2890_2234	relevant
2899_6083	irrelevant
2914_2045	relevant
2927_1922	irrelevant
2927_1922	relevant
2927_1922	relevant
2927_1922	relevant
2927_1922	relevant
2927_1922	relevant
2932_2330	relevant
2945_1508	relevant
2947_1997	relevant
2962_1643	relevant
2962_1643	relevant
2971_2431	relevant
2978_1496	irrelevant
2978_1496	irrelevant
2978_1496	irrelevant
3017_2365	relevant
3021_6821	irrelevant
3050_2023	relevant
3050_2023	relevant
3050_2023	relevant
3050_2023	relevant
3087_2338	relevant
3087_2338	relevant
3087_2338	relevant
3092_2290	relevant
3092_2290	relevant
3092_2290	relevant
3092_2290	relevant
3092_2290	relevant
3092_2290	relevant
3092_2290	relevant
3092_2290	relevant
3092_2290	relevant
3092_2290	relevant
3092_2290	relevant
3092_2290	relevant
3092_2290	relevant
3092_2290	relevant
3092_2290	relevant
3092_2290	relevant
3092_2290	relevant
3092_2290	relevant
3092_2290	relevant
3092_2290	relevant
3092_2290	relevant
3092_2290	relevant
3092_2290	relevant
3093_2289	relevant
3099_2195	relevant
3125_2526	irrelevant
3130_2330	relevant
3130_2330	relevant
3130_2330	relevant
3132_2533	irrelevant
3134_2540	relevant
3137_2544	relevant
3139_2545	relevant
3139_2545	relevant
3146_1968	relevant
3146_1968	relevant
3146_1968	relevant
3146_1968	relevant
3149_2467	relevant
3154_2040	irrelevant
3154_2040	irrelevant
3154_2040	irrelevant
3154_2040	irrelevant
3154_2040	relevant
3154_2040	relevant
3154_2040	relevant
3154_2040	relevant
3154_2040	relevant
3154_2040	relevant
3154_2040	relevant
3154_2040	relevant
3154_2040	relevant
3160_2315	relevant
3160_2315	relevant
3165_2217	relevant
3165_2241	relevant
3170_2610	irrelevant
3171_2398	relevant
3171_2398	relevant
3171_2398	relevant
3171_2398	relevant
3171_2398	relevant
3171_2398	relevant
3171_2398	relevant
3171_2398	relevant
3171_2398	relevant
3171_2398	relevant
3171_2398	relevant
3171_2398	relevant
3171_2398	relevant
3189_2483	relevant
3194_2423	irrelevant
3195_2423	irrelevant
3204_2374	relevant
3205_2394	irrelevant
3206_2752	irrelevant
3206_2752	irrelevant
3206_2752	irrelevant
3206_2752	irrelevant
3206_2752	irrelevant
3206_2752	irrelevant
3206_2752	irrelevant
3206_2752	irrelevant
3206_2752	irrelevant
3206_2752	irrelevant
3206_2752	irrelevant
3206_2752	irrelevant
3206_2752	irrelevant
3206_2752	irrelevant
3206_2752	irrelevant
3206_2752	irrelevant
3206_2752	irrelevant
3206_2752	irrelevant
3206_2752	irrelevant
3206_2752	irrelevant
3206_2752	irrelevant
3206_2752	irrelevant
3206_2752	irrelevant
3206_2752	irrelevant
3206_2752	irrelevant
3206_2752	irrelevant
3206_2752	irrelevant
3206_2752	irrelevant
3206_2752	irrelevant
3206_2752	irrelevant
3206_2752	irrelevant
3206_2752	irrelevant
3206_2752	irrelevant
3206_2752	irrelevant
3206_2752	irrelevant
3206_2752	irrelevant
3206_2752	irrelevant
3206_2752	irrelevant
3206_2752	irrelevant
3206_2752	irrelevant
3206_2752	relevant
3206_2752	relevant
3206_2752	relevant
3206_2752	relevant
3206_2752	relevant
3206_2752	relevant
3206_2752	relevant
3206_2752	relevant
3206_2752	relevant
3208_2414	irrelevant
3208_2415	irrelevant
3208_2415	irrelevant
3215_2620	relevant
3230_2438	irrelevant
3232_2790	irrelevant
3232_2790	irrelevant
3246_2653	irrelevant
3246_2653	relevant
3249_2538	irrelevant
3250_2503	irrelevant
3250_2503	irrelevant
3250_2503	irrelevant
3251_2503	irrelevant
3251_4616	relevant
3269_2358	relevant
3269_2358	relevant
3271_2224	relevant
3272_1629	irrelevant
3272_1629	irrelevant
3272_1629	irrelevant
3272_1629	irrelevant
3272_1629	irrelevant
3272_1629	irrelevant
3272_1629	irrelevant
3272_1629	irrelevant
3272_1629	irrelevant
3272_1629	irrelevant
3272_1629	irrelevant
3272_1629	irrelevant
3272_1629	irrelevant
3272_1629	irrelevant
3303_1384	irrelevant
3303_2649	relevant
3303_2649	relevant
3303_2649	relevant
3352_1309	relevant
3352_1309	relevant
3352_1309	relevant
3352_1309	relevant
3352_1309	relevant
3360_1584	irrelevant
3367_1670	relevant
3367_1670	relevant
3374_2131	irrelevant
3385_1582	irrelevant
3385_1582	relevant
3431_2555	irrelevant
3431_2555	irrelevant
3431_2555	relevant
3435_2936	irrelevant
3444_4287	irrelevant
3445_1596	irrelevant
3449_4275	relevant
3454_1522	irrelevant
3454_1522	irrelevant
3454_1522	irrelevant
3454_1522	irrelevant
3454_1522	irrelevant
3469_1794	relevant
3469_1794	relevant
3469_1794	relevant
3469_1794	relevant
3469_1794	relevant
3469_1794	relevant
3469_1794	relevant
3469_1794	relevant
3469_1794	relevant
3469_4686	irrelevant
3489_4238	irrelevant
3507_1768	irrelevant
3507_1768	irrelevant
3507_1768	irrelevant
3507_1768	irrelevant
3507_1768	irrelevant
3507_1768	irrelevant
3507_1768	irrelevant
3507_1768	irrelevant
3507_1768	irrelevant
3507_1768	irrelevant
3507_1768	irrelevant
3507_1768	irrelevant
3507_1768	irrelevant
3507_1768	irrelevant
3507_1768	irrelevant
3507_1768	irrelevant
3507_1768	irrelevant
3507_1768	irrelevant
3507_1768	irrelevant
3507_1768	relevant
3507_1768	relevant
3507_1768	relevant
3507_1768	relevant
3507_1768	relevant
3507_1768	relevant
3507_1768	relevant
3507_1768	relevant
3507_1768	relevant
3507_1768	relevant
3507_1768	relevant
3507_1768	relevant
3507_1768	relevant
3507_1768	relevant
3507_1768	relevant
3507_1768	relevant
3507_1768	relevant
3507_1768	relevant
3714_3803	irrelevant
3714_3803	irrelevant
3714_3803	relevant
3719_3863	irrelevant
